checkin_info.9-0,checkin_info.9-1,checkin_info.9-2,checkin_info.9-3,checkin_info.9-4,checkin_info.9-5,checkin_info.9-6,checkin_info.20-2,checkin_info.20-3,checkin_info.20-0,checkin_info.20-1,checkin_info.20-6,checkin_info.20-4,checkin_info.20-5,checkin_info.5-4,business_id,checkin_info.12-1,checkin_info.12-0,checkin_info.12-3,checkin_info.12-2,checkin_info.12-5,checkin_info.12-4,checkin_info.12-6,checkin_info.15-6,checkin_info.15-4,checkin_info.15-5,checkin_info.15-2,checkin_info.15-3,checkin_info.15-0,checkin_info.15-1,checkin_info.17-1,checkin_info.22-4,checkin_info.22-5,checkin_info.22-6,checkin_info.22-0,checkin_info.22-1,checkin_info.22-2,checkin_info.22-3,checkin_info.11-2,checkin_info.11-3,checkin_info.11-0,checkin_info.11-1,checkin_info.11-6,checkin_info.11-4,checkin_info.11-5,checkin_info.16-5,checkin_info.16-4,checkin_info.16-6,checkin_info.16-1,checkin_info.16-0,checkin_info.16-3,checkin_info.16-2,checkin_info.1-0,checkin_info.1-1,checkin_info.1-2,checkin_info.1-3,checkin_info.1-4,checkin_info.1-5,checkin_info.1-6,checkin_info.7-3,checkin_info.7-0,checkin_info.7-1,checkin_info.4-1,checkin_info.4-0,checkin_info.4-3,checkin_info.4-2,checkin_info.4-5,checkin_info.4-4,checkin_info.2-5,checkin_info.2-4,checkin_info.3-3,checkin_info.7-4,checkin_info.7-5,checkin_info.19-2,checkin_info.19-3,checkin_info.19-0,checkin_info.19-1,checkin_info.19-6,checkin_info.19-4,checkin_info.19-5,checkin_info.2-3,checkin_info.2-2,checkin_info.2-1,checkin_info.7-2,checkin_info.5-5,checkin_info.5-6,checkin_info.2-0,checkin_info.7-6,checkin_info.5-1,checkin_info.5-2,checkin_info.5-3,checkin_info.3-2,checkin_info.2-6,checkin_info.21-6,checkin_info.21-5,checkin_info.21-4,checkin_info.21-3,checkin_info.21-2,checkin_info.21-1,checkin_info.21-0,checkin_info.8-5,checkin_info.8-4,checkin_info.8-6,type,checkin_info.8-0,checkin_info.8-3,checkin_info.8-2,checkin_info.5-0,checkin_info.17-0,checkin_info.8-1,checkin_info.17-2,checkin_info.17-3,checkin_info.17-4,checkin_info.17-5,checkin_info.17-6,checkin_info.14-3,checkin_info.14-2,checkin_info.14-1,checkin_info.14-0,checkin_info.14-6,checkin_info.14-5,checkin_info.14-4,checkin_info.4-6,checkin_info.13-4,checkin_info.13-5,checkin_info.13-6,checkin_info.13-0,checkin_info.13-1,checkin_info.13-2,checkin_info.13-3,checkin_info.10-6,checkin_info.10-5,checkin_info.10-4,checkin_info.10-3,checkin_info.10-2,checkin_info.10-1,checkin_info.10-0,checkin_info.3-5,checkin_info.23-1,checkin_info.23-0,checkin_info.23-3,checkin_info.23-2,checkin_info.23-5,checkin_info.23-4,checkin_info.23-6,checkin_info.6-5,checkin_info.3-0,checkin_info.0-5,checkin_info.0-4,checkin_info.0-6,checkin_info.0-1,checkin_info.0-0,checkin_info.0-3,checkin_info.0-2,checkin_info.3-6,checkin_info.6-6,checkin_info.3-4,checkin_info.6-4,checkin_info.6-3,checkin_info.6-2,checkin_info.6-1,checkin_info.6-0,checkin_info.3-1,checkin_info.18-6,checkin_info.18-5,checkin_info.18-4,checkin_info.18-3,checkin_info.18-2,checkin_info.18-1,checkin_info.18-0
2,,,3,4,6,9,,,1,,1,2,,,1xZbo0U7inuNHjx1bElwdg,,,2,,4,1,11,,,,2,1,1,,,1,,,,,1,1,1,4,5,7,8,3,11,2,,,,,,,,,,,,3,,2,,,,,,,,,,1,1,,,2,,1,,,,,,,,1,,,2,,,,,,,1,,,1,,,,5,,4,checkin,4,1,1,,,1,1,,1,1,,1,,,1,3,1,,1,,2,5,1,1,1,2,7,7,5,1,2,3,3,,,1,1,,1,1,,,,1,,,1,1,,,,,,,,,,1,2,,,,,,,
,,,,,,,,,,,,,2,,KJniwhC12dmlz4fGQip6BQ,,,,,1,1,,3,2,,1,1,1,,,,,,,,,,2,,,1,,1,,1,3,1,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,checkin,,,,,1,,,2,1,,1,1,,1,1,,4,1,,3,2,4,1,3,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,2,2,,,
2,3,1,1,5,1,,,,,,,,,,GGJ40NHgrrhgb2kWfDo0yw,2,1,,,,2,1,,1,,1,3,4,,,,,,,1,,,,1,1,1,,2,2,1,,,,,2,3,,,,,,,,1,27,30,,,,,,,,,,3,,1,,,,,,2,,,,25,,,,,,,,,,,,,,,,,,5,,checkin,3,1,11,,,5,,1,,,,,2,1,2,1,,2,,5,1,,3,,2,1,,1,5,,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,
1,1,,2,2,,,,,,,4,,1,,bs0viEr1uISk_OG3Q8vnCQ,1,,,1,1,1,1,1,,,,1,5,1,,,,,,,,,,2,,1,2,2,,,1,,,1,2,,1,1,,,,,,,2,,,,,,5,,,,,,,,,,,2,1,,,,,,6,,,1,,,2,,,1,,1,,,,,,1,3,checkin,1,,1,,1,1,,1,1,1,,,,,,,,2,,4,,,,1,,1,3,1,1,1,,,1,,,,,,,,1,,,,,,,,,,,2,,,,,,,,2,1,2,,,,
,,,,,,,,,,1,3,,1,,s5yzZITWU_RcJzWOgjFecw,1,1,,1,,1,,,,,1,,1,,,1,2,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,,1,2,2,,,,,,,,,,,,,,2,3,2,,,2,1,,,,checkin,,,,,,,,,1,1,3,2,1,1,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,1,,1
,,,,,,,,,,,,,,,76SwH7tNBaUzoBsRJ7bDNw,1,,,,,,,,,,,1,,,1,,,1,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,1,,,,,,,,,,76iE4SaHBih34LK2f-chCg,,1,1,,2,2,,1,,2,,,1,2,,,,,,,,,,1,,1,2,2,2,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,,checkin,,,1,,,2,,,,1,,1,,,,,,,,,2,2,,,,,,1,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
,,,,,,,5,2,2,4,,1,3,,9k9HOeMGUO9A_FaX8H7TDg,,,1,,,4,,,,,,1,,,,,,,,,,,,1,1,,,,,,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,1,1,1,3,8,,,,,,,,,,,,,,,1,,1,3,,4,,,,checkin,,,,,,,,1,3,1,,,1,,,1,2,,,1,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,1,
1,,,,1,3,,1,,,1,3,1,1,,VJC-XcPKeIxpIhYncxZXLQ,,1,1,1,,,,,1,1,,2,,,,1,3,1,2,1,2,1,1,,,1,,1,,,1,,,1,,,,2,1,,1,3,2,,1,1,,,,,4,1,,2,1,,,2,,,2,,,1,4,,,,1,,,,,,,,3,1,4,1,3,1,1,2,1,,,checkin,1,,,1,,,1,,,,2,,,2,1,,1,2,3,,,,,,1,,1,,,1,,,,4,4,2,2,2,3,8,3,2,,1,,4,,1,,,1,,2,,,,,,,,,,,2,2,1
2,1,2,1,2,6,4,14,27,8,10,16,19,14,,r70nuDpkR5-g1oShW2ANvA,11,10,6,6,7,6,8,6,5,6,1,5,3,2,7,21,11,14,9,13,14,11,9,3,5,4,8,4,8,7,11,8,2,6,5,5,3,,3,10,4,9,5,1,,1,,1,,1,1,3,5,4,,,3,19,14,15,8,13,12,14,4,2,1,,1,1,6,2,,1,1,1,7,14,14,13,27,16,11,26,2,1,5,checkin,1,4,,,6,1,10,10,27,12,7,6,5,5,4,6,8,10,,5,13,8,5,6,3,5,3,4,1,2,4,2,1,2,11,7,11,14,16,20,12,1,3,12,6,6,7,3,11,4,3,2,,,1,,,1,2,8,14,8,15,10,10,14
,,1,,,,,1,1,3,2,,7,3,,S4mUKPBHQeFLuPl2y3-Njg,4,,5,2,1,9,,,,2,,1,1,1,1,,1,,,,,,3,3,2,2,,3,,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,2,3,,,4,1,,,,,,,,,,,,,,,,,1,,1,,,,,,checkin,,,,,2,,2,,,1,1,,1,2,3,,,1,,3,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,1,,
,,,,,,,1,1,,,,,1,,XHApEDYZZphUL5cw4_Tt6Q,1,2,3,3,1,1,6,2,1,1,,,1,1,,1,,,,1,,1,1,,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,checkin,,,,,,,1,,,2,2,,,3,1,1,,1,,,3,,,,,1,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,1
,,,,1,,,19,6,5,16,15,10,21,,ecpYgTTQuXzmYNGxGTvbhw,1,,1,,,,,,,,,,,,4,14,9,2,3,4,,1,,1,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,13,9,8,12,8,9,16,,,,,,,,1,,1,,,,11,17,14,9,15,8,8,,,,checkin,,,1,,2,,4,4,4,8,3,,,,,1,3,1,,,1,,,,3,,,,,,1,,,,1,2,1,1,1,1,1,,,,,1,,,,2,,,,,,,,,,19,16,7,11,5,12,5
1,,,,,,,,,,,,,,,lliXXqgCTlblPPtaedFeiw,,,,,,,,,1,,1,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,checkin,,,,,1,,,,,,,1,,,,,,,,,,2,1,1,,1,,,,2,1,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,thZZBYz6YoUyp0DFa9YuIQ,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,1,,1,,,,,,,,,,1,,,,,,,1,,,,1,,2,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8BgYdbHh-aMQ7qPMm-iLvg,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,CGC-GMbLfAyxwVb4Ja1yhg,1,,,,,,,,1,,1,,,,2,,,,,,,,,,,1,,,,,2,1,3,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,1,,,,1,,1,2,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2
,,1,,,,,2,2,,1,1,,,,RpA2fVHTRvWVbFJGVGPnxA,,1,1,,1,1,1,,2,,1,,,1,1,,,,,,,,,,,2,1,,,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,1,1,,,,,checkin,,1,1,,1,,1,,1,,2,,2,,1,1,,,,2,1,1,1,,,1,,4,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
2,1,,3,2,2,,,2,1,1,,2,4,1,R3OGMi3bb1pDUZltl8yBBQ,,4,,,2,3,,1,1,2,1,1,1,1,2,2,1,,1,1,,2,,1,2,1,1,,,4,,,,,2,3,1,,1,1,,1,,2,1,3,1,1,,,,2,1,,,3,4,1,3,3,3,2,2,2,,1,1,4,,,,,,,1,,1,1,1,2,2,,2,1,3,,3,checkin,2,1,1,1,1,1,1,1,4,5,,2,1,1,3,1,,3,1,4,2,,,,,1,2,1,1,,,,1,1,1,2,1,,,2,,2,,1,,1,,,1,,,,,1,,1,,1,,2,2,3,3,2,1,1
,,,,,,,,,,,,,1,,Xng5BfST9E30gMgPZ-q3nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,2,
,,,,,,,1,4,6,7,6,7,9,,hU1wB9jePbd0dhTBcrpYvQ,5,3,2,3,2,7,5,3,1,4,2,4,2,1,5,,2,,,,,2,4,1,3,1,3,2,1,3,3,7,,7,3,3,,,,,,,,,,,,,,,,,1,,,,,5,3,5,9,3,7,11,,,,,,,,,,,,,,4,2,4,1,,,1,,,,checkin,,,,,2,,4,6,8,7,2,3,2,4,4,11,5,6,,3,11,5,4,7,4,4,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,9,9,3,4,5,5,4
2,3,2,3,2,,,5,10,2,13,,8,5,,LsArM1PhbqvXK3lDK-Ch_w,41,25,30,32,17,43,,1,13,13,13,15,17,12,20,,,,,,,,35,24,30,37,1,24,5,4,9,1,11,12,11,16,,,,,,,,,,,,,,,,,,,,,,11,7,6,10,1,17,10,,,,,,,,1,,,,,,,,,,1,,1,,,,checkin,,1,,,14,1,16,20,10,7,2,20,14,17,16,1,17,14,1,24,19,,31,27,25,26,,1,6,8,5,4,7,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,10,12,9,18,22,19
,,,,,,2,1,,1,,,1,1,,w4gafqTSIkBjqPufGEEh6Q,5,4,2,5,2,7,2,,1,1,,2,,,,2,2,,1,,,2,4,2,,1,2,2,,,,,,1,2,1,,,,,1,1,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,1,,,,1,,,,,1,,,,,,,,1,,checkin,,,,,,,2,,1,1,,2,1,2,2,2,1,1,,,3,,3,4,2,2,1,,,,,,,,1,,,,,1,1,,,1,,1,,,,,,1,,,,,,,,,,,,,2,2
,,,,,,,,,,,,,,,rQgy2b-vOTkDJl6EkwBlDw,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1,,1,,HvGfGAi-Vdd3IkiD9CC0mQ,1,3,1,2,,,,,,1,,,,,,1,,,,,,1,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,1,,,,,2,,,1,,,1,,2,1,,2,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,
,,,,,,,,,1,,,,,,dCW6J6MQpOP1SWTgniOv_w,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,checkin,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
,,,,,,,,,,,,1,1,,DFtZCFSwCNQT793yAk_KDA,,,,,,,,,,1,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,,,,,,,,,2,,,,,,,,,,,,,,checkin,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,1,,,1,,,2VGVKzQp0J2vHCICzQnuUQ,1,2,,,2,,,,,,2,,3,,,,,,,,,,,1,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,1,,2,,,,,,,,,,,,1,1,1,2,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,,,,,3,2,1,,,2,,GoKArNsn4O4RQi3M2Choog,3,,3,,4,3,,,1,,,,,,2,3,1,1,,,4,3,,,,8,,,1,,,,,1,,,1,,,4,,3,3,,,,,,1,1,1,,,1,1,,,4,2,2,2,2,2,3,2,1,2,,,,1,,,,2,,2,1,2,1,4,1,1,3,,,1,checkin,,,,,,1,,,2,,2,,1,,1,1,,,,3,,2,,2,,,4,,,,,,,1,2,1,5,4,5,3,2,,1,4,,2,1,1,1,2,1,,2,,,,,1,,,2,4,3,1,,2
,,1,1,,,4,1,,2,,3,2,3,,8D53RjbrEE3AUjnUpZ0TVg,3,,4,4,2,1,1,2,1,2,2,1,1,1,2,1,1,,,1,,,1,,1,2,,,3,,6,4,2,2,2,1,,1,,,,1,1,,,,,,,,,,1,,,,,,2,1,2,,3,3,,,1,,,,,1,,,,,,1,2,4,4,2,1,,,,,checkin,1,1,,,3,,,2,4,2,,2,1,,1,,2,5,,1,6,4,2,1,,,2,1,1,1,,,,,1,1,2,,1,1,,,,2,,,,1,,,,,,,,,,,,2,1,2,3,1,2,1
,1,1,,,,,,1,,,,1,,,xUnM3aQI3BIw_zNU8cBgEA,,1,6,,,,4,,,,,,,,,,,,,,,,3,3,,,1,2,1,1,1,,,,1,,,,,,,,,1,,1,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,1,,,2,,,1,2,1,3,1,,,,,1,,,,,1,1,2,4,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,2,,,,
,,,,,,2,,,,1,,,,,jb8cicOh1VPCOJAGoNLNUw,,,,,,,1,,1,,,,,1,,1,1,,,,,,,,,,,1,2,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,2,,,,,,1,,,,,,1,,,,,,,1,,,1,,checkin,2,,,,,,1,2,1,,,,,,,,2,,,,,,,1,,,1,,,1,1,,,,,1,,,,1,,1,,,1,,,,,1,,,,,,,,,,,1,1,,,,
,,,,,,,,1,,,,,,,kUtoL4B9BBVgViPHk9B8EQ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
,,1,,,,,,,,,,,,,Ks-bqekP7c_lGN-RCBr79Q,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,checkin,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,,,,,,,,,,ScBb72NfpSWFEuQ0aNSHow,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,,,,,,,,,,,,zwW9T7wOiMGvkUpRUwcDWQ,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,5,3,5,3,,5,3,,UqUSbnNUael8_ihzI-EIAw,15,17,8,15,7,15,10,6,7,8,3,7,10,6,4,1,,1,,,,,7,9,8,6,8,9,3,3,1,5,1,5,7,2,,,,,,,,,,,,,,,,,,,,,,3,2,6,4,6,4,3,,,,,,,,,,,,,,,,,1,2,3,,,,,checkin,,,,,3,,3,5,8,3,2,5,9,6,8,8,5,8,,11,13,10,16,8,18,9,2,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,8,5,3,6
,,2,,,,,11,14,13,20,16,30,19,,gkWEjZIVcrUerEzed6IKpg,23,19,36,18,22,29,34,5,9,9,5,12,5,6,7,4,4,1,3,3,4,3,8,7,6,12,21,5,15,10,3,8,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,12,16,10,12,18,18,20,,,,,,,,,,,,,,15,12,14,12,15,8,7,,,1,checkin,,,,,9,,9,15,8,6,13,17,6,11,12,16,16,19,,33,19,26,26,20,15,21,2,,,,1,,1,,2,,,1,1,,,,,,,,,1,,,,,,,,,,,,23,12,14,15,11,14,13
,,,,,,,,,,1,,1,,,x4OswalQVHdmKbY9YiGz5Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,4,9,8,10,5,7,8,5,5,13,8,,UWPQelWfvXOFpFQXTsVzow,18,32,14,13,43,32,106,13,10,21,5,7,11,7,4,1,,1,,,1,,14,14,20,20,74,26,41,11,12,16,4,3,12,14,,,,,,,,,,,,,,,,,,,,,,4,12,6,7,12,9,7,,,,,,,,,,,,,,2,4,7,4,5,,,2,1,4,checkin,2,2,3,,11,3,12,9,6,10,3,13,11,8,13,22,44,19,,19,44,44,22,18,18,18,33,22,8,5,15,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,13,2,8,5,5
,,,,,,,,,,,,,,,sArVtjujwjf3WCV3U9gIkw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,1,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2,,,3,1,2,1,,MfkStodwwhBv8iwvZVVWmQ,3,7,11,2,1,3,,5,,1,3,1,,1,3,,1,1,,2,,3,2,3,2,7,,,,,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,3,2,,1,1,4,1,,,,,,,,,,,,,,1,1,3,2,1,2,1,,,,checkin,,,,,2,,,1,1,3,,2,4,1,6,,1,1,,3,1,2,2,7,6,2,,,1,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,4,,4,1,1
2,,2,,1,,4,1,,1,1,,,,1,4G7H7u_OyZqlQ_dcHihIIg,1,,,,1,1,1,,,3,2,1,1,,,,1,2,,,1,,,,,1,,1,1,3,1,,,,,1,,,,,,,1,,,1,,,1,,2,,,,,2,1,,,1,,,2,1,,,,,,1,,2,,,,,2,1,2,,,,,1,2,,,checkin,3,,1,,,,1,1,1,1,1,1,1,,,,2,2,1,,2,,,,1,1,,1,,,1,1,,,,,1,,1,3,,,,1,,,,,,1,,,,,1,,1,,,,,4,2,,1,
,,,,,,,2,2,1,,2,2,1,,yUUnMqu_qr9O4EuDCleKeg,,,,,1,,,2,,,,,,,,3,5,,,,,,,1,,,1,,,,,2,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,4,2,2,1,2,5,,,,,,,,,,,,,,,5,3,,,,2,,,,checkin,,,,,,,1,,2,7,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,1,,,,,,,1,,,1,2,3,2,,,1
,,,,,,,,,,,1,,,,5GhP-RkOgStUMAhdmwJwEw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,1,,,,,,,,checkin,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
2,4,1,4,5,2,,6,3,1,4,6,2,3,1,nxflzDedizEvyvxqhz1ghw,3,3,3,4,1,6,3,1,5,4,3,3,3,4,2,1,1,3,4,2,1,,7,3,2,6,8,2,4,4,6,3,2,6,2,1,1,,,,1,1,1,,2,2,,,,,,1,1,,,3,,3,5,1,3,3,2,4,,,,1,,2,1,2,,,,,,3,4,1,5,2,1,,1,4,3,checkin,1,,2,,2,3,5,7,6,8,4,6,2,1,6,4,7,3,,3,7,6,3,3,6,3,,3,7,1,5,4,1,,2,,1,4,,1,,,,,6,1,2,3,,,,1,,2,3,,,,,7,5,2,3,5,5,2
,,,,,,,1,,,,,,1,,oGIrd1goDHNwhD04gjh52Q,,,,,,3,,,,,,,,,1,,,2,,,1,,,,,,1,,,,,1,,,1,,,,1,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,1,,,checkin,1,,,,,,1,1,,1,1,,,,,1,,1,,3,,,,1,1,1,,,,2,,,1,1,,1,,1,1,,,,,1,,,3,,2,,1,,,,,,,,,1,,1,,,,
,,,,,,,,,,1,,,2,,d6a32QfHpXLdTdTPuR9lMg,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,3,1,1,2,2,,,,,,,,,,,,,,,1,,1,,,,,,,checkin,,,,,,,1,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,2,,1
1,,,,,,,1,2,,,,4,1,,sHA5v7dC_ZsMTpqJKU5SYQ,,1,,,1,,1,2,,3,,,,1,1,,,,,,,,,1,,,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,checkin,,,,,1,,,1,1,4,,,,,,1,,,,,2,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,1,1
,,,,,,,1,2,,,,,3,,9WFoYQkLMbKKLG3NIl6rHA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,7,,,,,,,,checkin,,,,,1,,,,1,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,
,,,,,,,4,10,3,,11,10,17,,PayaNmMeZFOFeS_jo7eB8g,,,,,,1,,,,,,,,,1,4,11,9,6,2,7,6,1,,,,,,,1,1,4,,2,,1,1,,,3,3,2,5,,,,,1,,,2,,1,,1,,1,15,10,19,,12,19,16,,,1,,,1,1,,,,,,3,7,18,9,5,7,2,6,,,,checkin,,,,1,5,,4,3,8,10,10,,,,1,,,,2,,,,,,1,,,,,,,1,,1,1,3,5,2,5,4,8,,1,2,4,3,1,5,5,1,1,,1,,,,,,,13,9,17,6,14,,5
